OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
71,Christ Child Academy,Sheboygan Area,S52710346,Elementary School,Private school,K4-08,Unknown,Yes,"2722 Henry St  Sheboygan, WI 53081-6720",https://christchildacademy.com,K4,08,7,5271,0346,All Students,No,2722 Henry St,Sheboygan,WI,53081-6720,Sheboygan,13,City - Small,43.72487999,-87.722776,26,9,6,703418.1684,363836.687100001
72,Christ King School,Wauwatosa,S62440350,Elementary School,Private school,K4-08,Unknown,No,"2646 N Swan Blvd  Wauwatosa, WI 53226-1847",https://www.christkingparish.org,K4,08,1,6244,0350,,No,2646 N Swan Blvd,Wauwatosa,WI,53226-1847,Milwaukee,21,Suburb - Large,43.06670299,-88.02668998,13,5,4,680669.3484,290111.780200001
73,Christ Lutheran Grade School,Weyauwega-Fremont,S63840360,Elementary School,Private school,K4-08,Unknown,No,"N6412 State Road 49  Weyauwega, WI 54983-5618",https://www.christlutheranwestbloomfield.com,K4,08,6,6384,0360,,No,N6412 State Road 49,Weyauwega,WI,54983-5618,Waushara,42,Rural - Distant,44.210995,-88.97204704,57,19,6,602122.7147,415821.748600001
74,Christ Lutheran School,Northland Pines,S15260370,Elementary School,Private school,K4-08,Unknown,No,"201 N 3rd St  Eagle River, WI 54521",https://christeagleriver.org,K4,08,9,1526,0370,,No,201 N 3rd St,Eagle River,WI,54521,Vilas,43,Rural - Remote,45.917718,-89.24582104,34,12,7,578484.2728,605181.969799999
75,Christ Lutheran School,Mukwonago,S38220365,Elementary School,Private school,K4-08,Unknown,Yes,"W229S8930 Clark St  Big Bend, WI 53103-9691",https://www.christbigbend.com,K4,08,1,3822,0365,Voucher Students,No,W229S8930 Clark St,Big Bend,WI,53103-9691,Waukesha,41,Rural - Fringe,42.88218,-88.20808996,84,28,5,666336.194,269288.6664
76,Christ St John's Lutheran School,West Salem,S63700355,Elementary School,Private school,K4-08,Unknown,No,"500 Park St  West Salem, WI 54669-1130",https://www.christstjohns.org,K4,08,4,6370,0355,,No,500 Park St,West Salem,WI,54669-1130,La Crosse,31,Town - Fringe,43.90131398,-91.08723296,94,32,3,432687.5017,381486.568700001
77,Christ St Peter Lutheran School,Milwaukee,S36191305,Elementary School,Private school,K4-08,Unknown,Yes,"2229 W Greenfield Ave  Milwaukee, WI 53204-1910",https://christ-stpeter.com,K4,08,1,3619,1305,All Students,No,2229 W Greenfield Ave,Milwaukee,WI,53204-1910,Milwaukee,11,City - Large,43.01679999,-87.94165298,8,3,4,687729.3146,284736.262
78,Christ the Lord Evangelical Lutheran School,Elmbrook,S07140393,Elementary School,Private school,K4-08,Unknown,No,"1650 N Brookfield Rd  Brookfield, WI 53045-2326",https://christthelordbrookfield.org,K4,08,1,0714,0393,,No,1650 N Brookfield Rd,Brookfield,WI,53045-2326,Waukesha,21,Suburb - Large,43.05336902,-88.14500298,15,5,5,671068.6623,288411.147700001
79,Christian Education Leadership Academy (CELA),Pewaukee,S43121722,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"W262N4685 Ryan St  Pewaukee, WI 53072-1810",https://www.celaedu.org,K4,08,1,4312,1722,,No,W262N4685 Ryan St,Pewaukee,WI,53072-1810,Waukesha,41,Rural - Fringe,43.10253902,-88.272093,15,5,5,660605.8755,293650.637499999
80,Christian Faith Academy of Higher Learning,Milwaukee,S36191384,Elementary School,Private school,K4-08,Unknown,Yes,"3965 N 15th St  Milwaukee, WI 53206-2916",https://www.christianfaithacademyofhigherlearning.org,K4,08,1,3619,1384,Voucher Students,No,3965 N 15th St,Milwaukee,WI,53206-2916,Milwaukee,11,City - Large,43.08905602,-87.93020003,10,4,4,688464.6353,292783.5568
81,Christian Life School,Kenosha,S27930343,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"10700 75th St  Kenosha, WI 53142-8331",https://www.kclsed.org,K4,12,1,2793,0343,,No,10700 75th St,Kenosha,WI,53142-8331,Kenosha,13,City - Small,42.56919802,-87.93788296,64,22,1,689252.3913,235037.637399999
82,Clara Mohammed School,Milwaukee,S36191044,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"317 W Wright St  Milwaukee, WI 53212-2729",https://www.cmsmkewi.us,K4,12,1,3619,1044,All Students,No,317 W Wright St,Milwaukee,WI,53212-2729,Milwaukee,11,City - Large,43.06379602,-87.91452998,16,6,4,689809.8533,290009.9208
83,Clearview Amish School,Albany,S00631582,Combined Elementary/Secondary School,Private school,01-08,Unknown,No,"W114 Atkinson Rd  Albany, WI 53502",,01,08,2,0063,1582,,No,W114 Atkinson Rd,Albany,WI,53502,Green,42,Rural - Distant,42.69182602,-89.36890903,50,17,2,571695.5962,246786.5726
84,Clinton Amish Schools,Cashton,S09800420,Elementary School,Private school,UE-UE,Unknown,No,"S611 County Road D  Cashton, WI 54619",,UE,UE,4,0980,0420,,No,S611 County Road D,Cashton,WI,54619,Vernon,42,Rural - Distant,43.70734798,-90.72630402,96,32,3,461483.6885,359625.743100001
85,Columbus Catholic High,Marshfield Unified,S33390430,High School,Private school,09-12,Unknown,Yes,"710 S Columbus Ave  Marshfield, WI 54449-3499",https://www.columbuscatholicschools.org,09,12,5,3339,0430,All Students,No,710 S Columbus Ave,Marshfield,WI,54449-3499,Wood,32,Town - Distant,44.66412702,-90.19346099,86,29,7,504663.4956,465658.471999999
86,Columbus Catholic Middle,Marshfield Unified,S33391031,Middle School,Private school,06-08,Unknown,Yes,"710 S Columbus Ave  Marshfield, WI 54449-3413",https://www.columbuscatholicschools.org,06,08,5,3339,1031,All Students,No,710 S Columbus Ave,Marshfield,WI,54449-3413,Wood,32,Town - Distant,44.66412702,-90.19346099,86,29,7,504663.4956,465658.471999999
87,Community Christian School of Baraboo,Baraboo,S02801615,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"E12654 County Road T  Baraboo, WI 53913-9013",https://www.barabooccs.com,K4,12,5,0280,1615,All Students,No,E12654 County Road T,Baraboo,WI,53913-9013,Sauk,42,Rural - Distant,43.52177101,-89.69242401,40,14,2,544856.8443,338805.1765
88,Concordia Lutheran School,Racine Unified,S46200441,Elementary School,Private school,K4-08,Unknown,Yes,"8500 Durand Ave  Sturtevant, WI 53177-2003",https://www.concordialutheranschool.net,K4,08,1,4620,0441,All Students,No,8500 Durand Ave,Sturtevant,WI,53177-2003,Racine,22,Suburb - Midsize,42.69878798,-87.88964201,66,22,1,692852.8469,249525.856799999
89,Coon Valley Christian School,Westby Area,S63211679,Elementary School,Private school,KG-08,Unknown,No,"E5151 Nessette Rd  Westby, WI 54667-8291",,KG,08,4,6321,1679,,No,E5151 Nessette Rd,Westby,WI,54667-8291,Vernon,42,Rural - Distant,43.65546199,-90.99730302,96,32,3,439580.675,354090.100400001
90,Coulee Christian School,West Salem,S63700436,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"230 W Garland St  West Salem, WI 54669-1175",https://www.couleechristian.org,K4,12,4,6370,0436,Voucher Students,No,230 W Garland St,West Salem,WI,54669-1175,La Crosse,31,Town - Fringe,43.89973999,-91.08375104,94,32,3,432964.8332,381308.076400001
91,Coulee Connections,La Crosse,S28491669,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"99 Milwaukee St  La Crosse, WI 54603-2436",,KG,12,4,2849,1669,,No,99 Milwaukee St,La Crosse,WI,54603-2436,La Crosse,13,City - Small,43.826859,-91.25314704,95,32,3,419237.9978,373405.859099999
92,Creekside Christian Montessori,West De Pere,S63281227,Elementary School,Private school,K4-08,Unknown,No,"421 Lawrence Dr  De Pere, WI 54115",,K4,08,7,6328,1227,,No,421 Lawrence Dr,De Pere,WI,54115,Brown,22,Suburb - Midsize,44.44709284,-88.09234026,88,30,8,671792.3231,443302.243899999
93,Crestview Academy,Eau Claire Area,S15541111,Elementary School,Private school,KG-08,Unknown,No,"1519 Peterson Ave  Eau Claire, WI 54703-9711",https://crestviewacademy.com,KG,08,10,1554,1111,,No,1519 Peterson Ave,Eau Claire,WI,54703-9711,Eau Claire,22,Suburb - Midsize,44.83291399,-91.43679001,91,31,3,406430.2416,485393.6053
94,Cristo Rey Jesuit Milwaukee High School,Milwaukee,S36191712,High School,Private school,09-12,Unknown,Yes,"1818 W National Ave  Milwaukee, WI 53204-1118",https://www.cristoreymilwaukee.org,09,12,1,3619,1712,All Students,No,1818 W National Ave,Milwaukee,WI,53204-1118,Milwaukee,11,City - Large,43.02357399,-87.93549798,9,3,4,688212.3832,285500.857000001
95,Cross Trainers Academy,Milwaukee,S36191489,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"1530 W Center St  Milwaukee, WI 53206-2101",https://www.milmission.org,K4,12,1,3619,1489,All Students,No,1530 W Center St,Milwaukee,WI,53206-2101,Milwaukee,11,City - Large,43.06808399,-87.93228302,16,6,4,688352.5247,290450.329399999
96,Crown of Life Christian Academy,Fort Atkinson,S18831784,Elementary School,Private school,K4-08,Unknown,Yes,"535 Berea Dr  Fort Atkinson, WI 53538",https://www.crownoflifeacademy.org,K4,08,2,1883,1784,Voucher Students,No,535 Berea Dr,Fort Atkinson,WI,53538,Jefferson,32,Town - Distant,42.9363374,-88.86916926,46,16,5,612267.6945,274365.4948
97,Crown of Life Evangelical Lutheran School,Germantown,S20580469,Elementary School,Private school,K4-08,Unknown,Yes,"1292 Tally Ho Trl  Hubertus, WI 53033-9721",https://www.crownoflifehubertus.com,K4,08,1,2058,0469,All Students,No,1292 Tally Ho Trl,Hubertus,WI,53033-9721,Washington,41,Rural - Fringe,43.23627861,-88.2453331,98,33,5,662472.1799,308548.3247
98,David's Star Lutheran School,Germantown,S20580470,Elementary School,Private school,K4-08,Unknown,Yes,"2740 Davids Star Dr  Jackson, WI 53037-9700",https://www.davidsstar.org,K4,08,1,2058,0470,Voucher Students,No,2740 Davids Star Dr,Jackson,WI,53037-9700,Washington,41,Rural - Fringe,43.28811176,-88.10729296,58,20,5,673550.3841,314549.235300001
99,DaySpring Christian School,Kettle Moraine,S13761787,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"N14W29489 Silvernail Rd  Pewaukee, WI 53072-4801",https://dayspringbaptist.com,K4,12,1,1376,1787,,No,N14W29489 Silvernail Rd,Pewaukee,WI,53072-4801,Waukesha,21,Suburb - Large,43.04834,-88.333558,97,33,5,655723.7484,287530.407
100,Delavan Christian School,Delavan-Darien,S13800490,Elementary School,Private school,KG-08,Unknown,No,"848 Oak St  Delavan, WI 53115-1239",https://www.delavanchristianschool.org,KG,08,2,1380,0490,,No,848 Oak St,Delavan,WI,53115-1239,Walworth,32,Town - Distant,42.63636502,-88.63510803,31,11,1,631904.7784,241337.949999999
101,Destined To Succeed Academy,Milwaukee,S36191818,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"4429 W Fond Du Lac Ave  Milwaukee, WI 53216-3444",https://www.destined2succeedacademy.com,K4,12,1,3619,1818,,No,4429 W Fond Du Lac Ave,Milwaukee,WI,53216-3444,Milwaukee,11,City - Large,43.08396699,-87.96931502,17,6,4,685294.5949,292140.5364
102,Destiny High School,Milwaukee,S36191491,High School,Private school,09-12,Unknown,Yes,"7210 N 76th St  Milwaukee, WI 53223",https://www.destinyhigh.com,09,12,1,3619,1491,All Students,No,7210 N 76th St,Milwaukee,WI,53223,Milwaukee,11,City - Large,43.15004199,-88.003395,11,4,4,682345.6145,299411.8794
103,Divine Destiny School,Milwaukee,S36191702,Elementary School,Private school,K4-08,Unknown,Yes,"3782 N 12th St  Milwaukee, WI 53206",https://www.divinedestinyschool.com,K4,08,1,3619,1702,All Students,No,3782 N 12th St,Milwaukee,WI,53206,Milwaukee,11,City - Large,43.08589901,-87.92505103,10,4,4,688892.4114,292443.316099999
104,Divine Mercy Academy,Middleton-Cross Plains Area,S35491851,Elementary School,Private school,K4-05,Unknown,No,"7129 County Rd K  Middleton, WI 53562",https://www.divinemercyacademywi.org/,K4,05,2,3549,1851,,No,7129 County Rd K,Middleton,WI,53562,Dane,41,Rural - Fringe,43.13954545,-89.54096116,81,27,2,557330.7428,296413.525800001
105,Divine Mercy School,South Milwaukee,S54397870,Elementary School,Private school,K4-08,Unknown,Yes,"695 College Ave  South Milwaukee, WI 53172-1252",https://www.divinemercysmschool.org,K4,08,1,5439,7870,All Students,No,695 College Ave,South Milwaukee,WI,53172-1252,Milwaukee,21,Suburb - Large,42.92936999,-87.85596503,20,7,1,694959.809,275201.6403
106,Divine Redeemer Lutheran School,Lake Country,S38620500,Elementary School,Private school,K4-08,Unknown,Yes,"31385 W Hill Rd  Hartland, WI 53029",https://www.drlc.org/school.html,K4,08,1,3862,0500,Voucher Students,No,31385 W Hill Rd,Hartland,WI,53029,Waukesha,21,Suburb - Large,43.1044838,-88.37052955,97,33,5,652591.3977,293706.2004
107,Divine Savior Catholic School,Northern Ozaukee,S19452464,Elementary School,Private school,KG-08,Unknown,No,"305 Fredonia Ave  Fredonia, WI 53021",https://dsoll.org/DSCS,KG,08,1,1945,2464,,No,305 Fredonia Ave,Fredonia,WI,53021,Ozaukee,42,Rural - Distant,43.46976801,-87.94939601,59,20,6,685864.3434,335026.3211
108,Divine Savior Catholic School,Kiel Area,S28288310,Elementary School,Private school,K4-08,Unknown,Yes,"423 Fremont St  Kiel, WI 53042-1347",https://divinesaviorschool.org,K4,08,7,2828,8310,Voucher Students,No,423 Fremont St,Kiel,WI,53042-1347,Manitowoc,42,Rural - Distant,43.91210401,-88.035508,27,9,6,677734.9543,383986.330399999
109,Divine Savior Holy Angels High School,Milwaukee,S36190510,High School,Private school,09-12,Unknown,Yes,"4257 N 100th St  Milwaukee, WI 53222-1391",https://www.dsha.info,09,12,1,3619,0510,Voucher Students,No,4257 N 100th St,Milwaukee,WI,53222-1391,Milwaukee,11,City - Large,43.095022,-88.03942603,12,4,4,679558.8021,293232.4103
110,Dominican High School,Whitefish Bay,S64190530,High School,Private school,09-12,Unknown,Yes,"120 E Silver Spring Dr  Whitefish Bay, WI 53217-4700",https://www.dominicanhighschool.com,09,12,1,6419,0530,Voucher Students,No,120 E Silver Spring Dr,Whitefish Bay,WI,53217-4700,Milwaukee,21,Suburb - Large,43.11958242,-87.90961517,23,8,4,690055.5678,296215.2487
111,Doxa Christian Academy,New Berlin,S39251876,Elementary School,Private school,KG-07,Unknown,No,"13800 W Howard Ave  New Berlin, WI 53151",https://www.doxachristianacademy.com/,KG,07,1,3925,1876,,No,13800 W Howard Ave,New Berlin,WI,53151,Waukesha,21,Suburb - Large,42.97423501,-88.08687197,83,28,5,676003.1505,279729.397399999
112,Driftless Pass School,La Crosse,S28491799,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"3710 East Ave S  La Crosse, WI 54601-7215",https://cclse.org,K4,12,4,2849,1799,,No,3710 East Ave S,La Crosse,WI,54601-7215,La Crosse,13,City - Small,43.77037101,-91.22270598,96,32,3,421593.0136,367095.394400001
113,Eagle School,Richland,S48510536,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"26700 Fellowship Ln  Richland Center, WI 53581-8950",https://EagleSchoolRC.org,K4,12,3,4851,0536,,No,26700 Fellowship Ln,Richland Center,WI,53581-8950,Richland,41,Rural - Fringe,43.31369601,-90.38306701,41,14,3,488936.1337,315722.3989
114,Eagle School of Madison,Madison Metropolitan,S32690537,Combined Elementary/Secondary School,Private school,KG-08,Unknown,No,"5454 Gunflint Trl  Madison, WI 53711-5736",https://eagleschool.org,KG,08,2,3269,0537,,No,5454 Gunflint Trl,Madison,WI,53711-5736,Dane,21,Suburb - Large,43.01049101,-89.42286804,47,16,2,567033.1274,282141.391899999
115,Early View Academy of Excellence,Milwaukee,S36191158,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"7132 W Good Hope Rd  Milwaukee, WI 53223-4611",https://www.earlyviewacademy.org,K4,12,1,3619,1158,Voucher Students,No,7132 W Good Hope Rd,Milwaukee,WI,53223-4611,Milwaukee,11,City - Large,43.15038301,-88.00022303,11,4,4,682602.6321,299455.9056
116,Eastbrook Academy,Milwaukee,S36191218,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"5375 N Green Bay Ave  Milwaukee, WI 53209",https://www.eastbrookacademy.org,K4,12,1,3619,1218,All Students,No,5375 N Green Bay Ave,Milwaukee,WI,53209,Milwaukee,11,City - Large,43.11437498,-87.93486196,11,4,4,688015.9012,295586.001
117,Eastside Evangelical Lutheran Elementary,Madison Metropolitan,S32690550,Elementary School,Private school,K4-08,Unknown,Yes,"2310 Independence Ln  Madison, WI 53704-3598",https://www.eastsidelutheran.org,K4,08,2,3269,0550,All Students,No,2310 Independence Ln,Madison,WI,53704-3598,Dane,11,City - Large,43.12911401,-89.31160003,42,14,2,575992.8074,295382.8149
118,Eau Claire Academy,Eau Claire Area,S15540555,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"1708 Westgate Rd  Eau Claire, WI 54703-3218",https://www.eauclaireacademy.com ,KG,12,10,1554,0555,,No,1708 Westgate Rd,Eau Claire,WI,54703-3218,Eau Claire,13,City - Small,44.81641376,-91.537479,93,31,3,398436.6777,483706.3674
119,Edgewood Campus School,Madison Metropolitan,S32690580,Elementary School,Private school,K4-08,Unknown,No,"829 Edgewood College Dr  Madison, WI 53711-2176",https://edgewoodcampus.org,K4,08,2,3269,0580,,No,829 Edgewood College Dr,Madison,WI,53711-2176,Dane,11,City - Large,43.05946002,-89.421552,77,26,2,567102.9099,287580.1074
120,Edgewood High School of the Sacred Heart,Madison Metropolitan,S32690590,High School,Private school,09-12,Unknown,No,"2219 Monroe St  Madison, WI 53711-1999",https://www.edgewoodhs.org,09,12,2,3269,0590,,No,2219 Monroe St,Madison,WI,53711-1999,Dane,11,City - Large,43.05946002,-89.421552,77,26,2,567102.9099,287580.1074
121,El Puente High School,Milwaukee,S36191631,High School,Private school,09-12,Unknown,Yes,"1127 South 35th St  Milwaukee, WI 53215",https://www.elpuentehs.org,09,12,1,3619,1631,Voucher Students,No,1127 South 35th St,Milwaukee,WI,53215,Milwaukee,11,City - Large,43.01930898,-87.958022,9,3,4,686388.6283,284982.3192
122,Emanuel Lutheran School,New London,S39550604,Elementary School,Private school,K4-08,Unknown,Yes,"200 East Quincy St  New London, WI 54961",https://www.emanuelnl.org/school,K4,08,6,3955,0604,Voucher Students,No,200 East Quincy St,New London,WI,54961,Waupaca,32,Town - Distant,44.38519899,-88.73794199,56,19,8,620527.6322,435431.993899999
123,EverGreen Academy,Racine Unified,S46201681,Elementary School,Private school,K4-08,Unknown,Yes,"3351 Chicory Rd  Mount Pleasant, WI 53403",https://evergreen.k12.wi.us,K4,08,1,4620,1681,Voucher Students,No,3351 Chicory Rd,Mount Pleasant,WI,53403,Racine,13,City - Small,42.68145999,-87.81914702,66,22,1,698676.7817,247748.3092
124,Faith Christian Academy,Wausau,S62231523,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"225 S 28th Ave  Wausau, WI 54401",https://faithca.org,K4,12,9,6223,1523,All Students,No,225 S 28th Ave,Wausau,WI,54401,Marathon,13,City - Small,44.96189006,-89.67024943,85,29,7,546006.6119,498769.7664
125,Faith Christian School,Randolph,S46340648,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"611 N Columbus St  Randolph, WI 53956",https://www.randolphfcs.org,KG,12,5,4634,0648,,No,611 N Columbus St,Randolph,WI,53956,Dodge,42,Rural - Distant,43.54502899,-89.00250403,37,13,6,600582.1505,341825.504699999
126,Faith Christian School,Coleman,S11690647,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"233 W Main St  Coleman, WI 54112",https://www.faithcs.org,K4,12,8,1169,0647,All Students,No,233 W Main St,Coleman,WI,54112,Marinette,43,Rural - Remote,45.064661,-88.03874199,36,12,8,674403.1479,512004.562799999
127,Faith Christian School,Fontana J8,S18700646,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"W5525 State Hwy 67  Williams Bay, WI 53191",https://www.faithchristianschool.org,K4,12,2,1870,0646,Voucher Students,No,W5525 State Hwy 67,Williams Bay,WI,53191,Walworth,41,Rural - Fringe,42.57343302,-88.57159097,31,11,1,637230.4644,234435.759199999
128,Faith Lutheran School,Fond du Lac,S18620652,Elementary School,Private school,K4-08,Unknown,Yes,"55 Prairie Rd  Fond du Lac, WI 54935-2902",https://flsfdl.org,K4,08,6,1862,0652,All Students,No,55 Prairie Rd,Fond du Lac,WI,54935-2902,Fond du Lac,13,City - Small,43.77954098,-88.41098398,60,20,6,647869.4515,368614.3871
129,Faith Lutheran School,Watertown Unified,S61250651,Elementary School,Private school,K4-06,Unknown,No,"626 Milford St  Watertown, WI 53094-6020",https://faithlutheranwatertown.com,K4,06,2,6125,0651,,No,626 Milford St,Watertown,WI,53094-6020,Jefferson,31,Town - Fringe,43.18579902,-88.73799698,38,13,5,622553.8431,302220.8071
130,Falls Baptist Academy,Menomonee Falls,S34370656,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"N69W12703 Appleton Ave  Menomonee Falls, WI 53051-5215",https://www.fallsbaptist.org,KG,12,1,3437,0656,,No,N69W12703 Appleton Ave,Menomonee Falls,WI,53051-5215,Waukesha,21,Suburb - Large,43.14317,-88.06873604,24,8,5,677050.1433,298524.1077
131,Family Services of Northeast Wisconsin Inc,West De Pere,S63281000,Combined Elementary/Secondary School,Private school,04-12,Unknown,No,"3430 Spirit Way  Green Bay, WI 54304-5687",https://familyservicesnew.org,04,12,7,6328,1000,,No,3430 Spirit Way,Green Bay,WI,54304-5687,Brown,22,Suburb - Midsize,44.45714501,-88.09745001,89,30,8,671359.7626,444409.348200001
132,Father Allouez Catholic School: GRACE,Green Bay Area Public,S22892443,Elementary School,Private school,K4-08,Unknown,Yes,"333 Hilltop Dr  Green Bay, WI 54301-2799",https://www.fatherallouezschool.org/,K4,08,7,2289,2443,Voucher Students,No,333 Hilltop Dr,Green Bay,WI,54301-2799,Brown,22,Suburb - Midsize,44.45951399,-88.030964,88,30,8,676642.8464,444797.7004
133,Feller School,Madison Metropolitan,S32691866,Elementary School,Private school,KG-05,Unknown,No,"5405 Flad Ave  Madison, WI 53711",https://fellerschool.org/,KG,05,2,3269,1866,,No,5405 Flad Ave,Madison,WI,53711,Dane,11,City - Large,43.03422898,-89.471541,79,27,2,563049.9476,284751.3652
134,First Evangelical Lutheran School,Elkhorn Area,S16380662,Elementary School,Private school,K4-08,Unknown,Yes,"415 Devendorf St  Elkhorn, WI 53121-1500",https://firstatthecross.com,K4,08,2,1638,0662,Voucher Students,No,415 Devendorf St,Elkhorn,WI,53121-1500,Walworth,32,Town - Distant,42.66553899,-88.553648,31,11,1,638528.2204,244688.5634
